name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_company_name
Hyundai Elite i20 Magna Plus BSIV,2019,12500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,Hyundai
Hyundai Grand i10 Magna,2014,80000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Renault KWID RXT,2015,210000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0,Renault
Maruti Swift Dzire VDI,2018,100000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,Maruti
Hyundai Santro Xing GL Plus,2011,110000,Petrol,Individual,Manual,Rent,17.92,1086.0,62.1,5.0,Hyundai
Mahindra Bolero Power Plus ZLX,2016,103000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra
Maruti Wagon R LXI Minor,2010,577414,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,Maruti
Maruti Alto LX,2006,100000,Electric,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Honda Amaze S AT i-Vtech,2015,45000,Petrol,Individual,Automatic,First Owner,15.5,1198.0,86.7,5.0,Honda
Honda Amaze S AT i-Vtech,2015,45000,Petrol,Individual,Automatic,First Owner,15.5,1198.0,86.7,5.0,Honda
Honda Brio S MT,2014,40000,Petrol,Individual,Manual,Third Owner,19.4,1198.0,86.8,5.0,Honda
Mahindra Bolero 2011-2019 Plus AC,2014,200000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,Mahindra
Hyundai EON Magna Plus,2017,100000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai
Maruti Omni 8 Seater BSII,2008,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,35.0,8.0,Maruti
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar
Tata Safari Storme EX,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,Partnership,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota
Maruti Wagon R LXI,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti
Maruti Baleno Alpha 1.3,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti
Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift AMT VVT VXI,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo
Tata Zest Quadrajet 1.3 XM,2015,100000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0,Tata
Hyundai i20 Magna Optional 1.4 CRDi,2013,40000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5.0,Hyundai
Mahindra Thar CRDe,2018,15000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,Mahindra
Maruti Ignis 1.2 AMT Zeta BSIV,2018,15000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,Maruti
Maruti Baleno Alpha 1.2,2018,10000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0,Maruti
Tata Indica Vista Quadrajet VX,2012,90000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0,Tata
Mahindra Bolero Power Plus LX,2017,80000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra
Mitsubishi Pajero Sport 4X4,2015,39000,Diesel,Individual,Manual,First Owner,13.5,2477.0,175.56,7.0,Mitsubishi
Tata Indica V2 DLE BSIII,2009,60000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,Tata
Mahindra XUV500 W6 2WD,2015,28000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra
Ford Figo Petrol EXI,2010,90000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,Ford
Honda Civic 1.8 (E) MT,2006,80000,Petrol,Individual,Manual,Third Owner,13.5,1799.0,130.0,5.0,Honda
Maruti Zen Estilo LX BSIV,2010,35000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,5.0,Maruti
Toyota Corolla Altis Diesel D4DG,2011,185000,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5.0,Toyota
Fiat Punto 1.2 Active,2009,110000,Electric,Individual,Manual,Second Owner,15.7,1172.0,67.0,5.0,Fiat
Fiat Avventura Power Up 1.3 Active,2016,100000,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,5.0,Fiat
Honda City 2017-2020 GXi,2008,110000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda
Skoda Laura Ambiente,2010,100000,Diesel,Individual,Manual,Second Owner,17.5,1896.0,106.0,5.0,Skoda
Skoda Laura Ambiente 1.9 PD,2008,110000,Diesel,Individual,Manual,Second Owner,17.5,1896.0,106.0,5.0,Skoda
Ford Fiesta 1.4 ZXi TDCi ABS,2011,130000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,Ford
Hyundai Santro Xing XS eRLX Euro II,2003,68300,Petrol,Individual,Manual,Third Owner,,,,,Hyundai
Hyundai Creta 1.6 SX,2018,27000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0,Hyundai
Maruti Baleno Zeta Automatic,2018,9000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti
Hyundai i20 Magna Optional 1.4 CRDi,2013,40000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5.0,Hyundai
Maruti Ignis 1.2 AMT Zeta BSIV,2019,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197.0,81.8,5.0,Maruti
Maruti Wagon R VXI 1.2,2019,10000,Petrol,Individual,Manual,Rent,20.52,1197.0,81.8,5.0,Maruti
Tata Indigo CR4,2013,100000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,Tata
Maruti Wagon R AMT VXI,2017,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti
Hyundai EON Era,2014,35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai
Mahindra Thar CRDe,2018,15000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,Mahindra
Maruti Ignis 1.2 AMT Zeta BSIV,2018,15000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,Maruti
Hyundai i20 Sportz 1.4 CRDi,2014,70000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,Hyundai
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti
Maruti Baleno Alpha 1.2,2018,10000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0,Maruti
Maruti Swift VDI Optional,2016,47000,Diesel,Individual,Ai,First Owner,25.2,1248.0,74.0,5.0,Maruti
Tata Indica Vista Quadrajet VX,2012,90000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0,Tata
Mahindra Bolero Power Plus LX,2017,80000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra
Mitsubishi Pajero Sport 4X4,2015,39000,Diesel,Individual,Ai,First Owner,13.5,2477.0,175.56,7.0,Mitsubishi
Hyundai Grand i10 CRDi Sportz,2015,53000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,Hyundai
Maruti Swift Dzire VDI,2013,105000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti
Toyota Innova 2.5 EV PS 8 STR BSIV,2011,121941,Diesel,Dealer,Manual,First Owner,12.8,2494.0,102.0,8.0,Toyota
Tata Tiago 1.2 Revotron XZ,2016,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
Mahindra Xylo D2 BSIV,2014,100000,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8.0,Mahindra
Renault Duster 85PS Diesel RxL Optional with Nav,2013,152186,Electric,Dealer,Manual,Second Owner,20.45,1461.0,83.8,5.0,Renault
Hyundai i10 Magna,2013,82246,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai
Maruti Swift VXI Optional,2016,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti
Maruti Swift Dzire ZDI,2017,40000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti
Toyota Innova 2.5 GX 8 STR BSIV,2011,89580,Diesel,Dealer,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota
Toyota Innova 2.5 VX 7 STR,2011,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota
Toyota Innova 2.5 V Diesel 7-seater,2011,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota
Ford Figo 1.2P Titanium MT,2019,2789,Petrol,Dealer,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford
Ford Freestyle Titanium Plus Diesel,2018,35278,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.97,5.0,Ford
Ford Freestyle Titanium Diesel,2018,2860,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.97,5.0,Ford
Toyota Innova 2.5 VX 7 STR,2010,200000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,Toyota
Mahindra KUV 100 G80 K4 Plus,2018,20000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,Mahindra
Hyundai Getz 1.1 GVS,2008,60000,Petrol,Individual,Manual,Third Owner,15.0,1086.0,66.6,5.0,Hyundai
Toyota Etios VXD,2011,100000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.1,5.0,Toyota
Ford Figo Diesel Titanium,2011,78562,Diesel,Dealer,Manual,Rent,20.0,1399.0,68.0,5.0,Ford
Hyundai Verna 1.6 SX,2011,96000,Diesel,Individual,Manual,Rent,22.32,1582.0,126.32,5.0,Hyundai
Hyundai Verna 1.6 SX,2011,96000,Diesel,Individual,Manual,Rent,22.32,1582.0,126.32,5.0,Hyundai
Maruti 800 EX BSII,2003,36088,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti
Hyundai i20 Sportz 1.4 CRDi,2014,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai
Toyota Etios Liva GD SP,2012,100000,Diesel,Individual,Manual,First Owner,,,,,Toyota
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,40000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,Maruti
Datsun GO T Option,2020,10000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,Datsun
Maruti Swift Vdi BSIII,2008,60000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti
Hyundai i20 Active SX Petrol,2019,10000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai
Maruti Ertiga ZDI Plus,1,10000,Diesel,Individual,Manual,First Owner,25.47,1248.0,88.5,7.0,Maruti
Hyundai Verna 1.6 SX CRDi (O),2011,35000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai
Hyundai Santa Fe 2WD MT,2014,80000,Diesel,Individual,Manual,First Owner,14.74,2199.0,194.3,7.0,Hyundai
Mahindra XUV500 W11 BSIV,2019,28000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,Mahindra
Ford Figo Aspire 1.5 TDCi Sports Edition,2017,35000,Diesel,Individual,Manual,First Owner,24.29,1498.0,99.0,5.0,Ford
Jeep Compass 2.0 Limited 4X4,2017,32000,Diesel,Individual,Manual,First Owner,16.3,1956.0,170.0,5.0,Jeep
Maruti Wagon R LXI,2003,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Wagon
Hyundai Verna 1.6 SX CRDi (O),2011,35000,Diesel,Partnership,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai
Renault KWID RXL,2019,10000,Petrol,Individual,Manual,Rent,25.17,799.0,53.3,5.0,Renault
Mahindra XUV500 W11 AT BSIV,2019,25000,Diesel,Individual,Automatic,Second Owner,15.1,2179.0,152.87,7.0,Mahindra
Maruti Alto K10 VXI,2016,50000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti
Maruti Swift Dzire Zdi BSIV,2012,129000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti
Mahindra XUV500 AT W10 FWD,2015,100000,Diesel,Partnership,Automatic,Second Owner,16.0,2179.0,140.0,7.0,Mahindra
Maruti Alto 800 LXI,2018,30000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti
Tata Nexon 1.2 Revotron XM,2018,28000,Petrol,Individual,Manual,Second Owner,17.0,1198.0,108.5,5.0,Tata
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,60000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,Maruti
Mahindra Verito 1.6 G6 Executive BSIII,2013,70000,Petrol,Individual,Manual,First Owner,13.87,1598.0,86.0,5.0,Mahindra
Tata Indica Vista TDI LX,2013,110000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,Tata
Maruti Eeco 5 Seater AC BSIV,2019,10000,Electric,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti
Hyundai Verna CRDi SX ABS,2008,110000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,Hyundai
Maruti Swift Ldi BSIV,1,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti
Mahindra Scorpio VLX 2WD BSIII,2008,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,Mahindra
Hyundai Xcent 1.2 Kappa AT SX Option,2016,60000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,82.0,5.0,Hyundai
Mahindra Scorpio LX 2.6 Turbo,2008,110000,Diesel,Individual,Manual,Third Owner,10.5,2609.0,120.0,7.0,Mahindra
Hyundai Santro Xing XL,2007,64000,Petrol,Individual,Manual,First Owner,,,,,Hyundai
Maruti Celerio VXI,2017,10000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti
Maruti Baleno Zeta 1.2,2017,35000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti
Tata Tigor 1.2 Revotron XZ Option,2018,23000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata
Maruti Swift VDI,2019,15000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.0,5.0,Maruti
Mahindra TUV 300 Plus P4 BSIV,2018,20000,Diesel,Individual,Manual,First Owner,18.49,2179.0,120.0,9.0,Mahindra
Mahindra Bolero SLX 2WD,2011,90000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra
Mahindra Bolero SLX 2WD,2011,90000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra
Hyundai i20 Sportz 1.4 CRDi,2013,80000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0,Hyundai
Hyundai Grand i10 Sportz,2016,50000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Tata Indica DLS,2005,50000,Diesel,Individual,Manual,Second Owner,,,,,Tata
Tata Indica Vista TDI LX,2012,185000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,Tata
Maruti Swift VXI,2019,40000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti
Renault KWID 1.0 RXT Optional,2017,30000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault
Tata Indigo CS eLX BS IV,2011,120000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata
Maruti Wagon R VXI BS IV,2011,500000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,46000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra
Toyota Fortuner 3.0 Diesel,2011,120000,Diesel,Individual,Manual,First Owner,11.5,2982.0,171.0,7.0,Toyota
Mahindra Scorpio S2 9 Seater,2015,80000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,9.0,Mahindra
Hyundai i20 Magna 1.4 CRDi,2016,90000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,Hyundai
Mahindra Scorpio S2 9 Seater,2015,90000,Diesel,Partnership,Manual,First Owner,15.4,2523.0,75.0,9.0,Mahindra
Hyundai Santro Xing XL,2006,80000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai
Maruti Swift VDI BSIV,2016,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti
Hyundai Xcent 1.1 CRDi Base,2015,91000,Diesel,Individual,Ai,Third Owner,24.4,1120.0,71.0,5.0,Hyundai
Hyundai i20 Sportz Option 1.4 CRDi,2015,90000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai
Maruti Ertiga VDI,2014,110000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,Maruti
Renault KWID 1.0 RXT BSIV,2019,90000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault
Tata Tiago 1.2 Revotron XT,2018,50000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
Mahindra TUV 300 mHAWK100 T8,2016,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra
Maruti Alto 800 LXI,2013,35000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti
Volkswagen Vento Diesel Highline,2012,100000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,Volkswagen
Hyundai Xcent 1.1 CRDi Base,2015,90000,Diesel,Partnership,Manual,Second Owner,24.4,1120.0,71.0,5.0,Hyundai
Ford Figo Diesel LXI,2011,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford
Maruti A-Star Vxi,2009,95000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,Maruti
Mahindra Bolero 2011-2019 ZLX,2017,35000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra
Tata Indica GLS BS IV,2007,38000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5.0,Tata
Honda City i VTEC VX,2014,56000,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5.0,Honda
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai
Hyundai EON Era Plus,2014,70000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai
Maruti Alto 800 VXI,2014,30000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti
Mahindra XUV500 W10 2WD,2015,188000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra
Honda City i VTEC E,2014,60000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,Honda
Tata Safari Storme EX,2013,133000,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7.0,Tata
Toyota Innova 2.5 E Diesel PS 7-Seater,2010,160000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,Toyota
Mahindra XUV500 W8 4WD,2013,150000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra
Maruti Alto 800 VXI,2020,30000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,5.0,Maruti
Maruti Alto 800 LXI,2013,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti
Tata Indigo CS LE (TDI) BS-III,2013,30000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,Tata
Chevrolet Enjoy Petrol LS 7 Seater,2014,80000,Petrol,Individual,Manual,First Owner,13.7,1399.0,98.82,7.0,Chevrolet
Maruti Alto 800 LXI,2014,20000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti
Hyundai EON Magna Plus,2013,80000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai
Mahindra Scorpio S2 7 Seater,2016,73000,Diesel,Individual,Manual,Rent,15.4,2523.0,75.0,7.0,Mahindra
Hyundai EON D Lite Plus,2017,50000,Petrol,Individual,Ai,First Owner,21.1,814.0,55.2,5.0,Hyundai
Mahindra Bolero 2011-2019 SLX,2012,200000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra
Maruti Swift VDI,2018,46000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti
Maruti 800 EX BSII,2003,36088,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti
Mahindra Supro LX 8 Str,2018,50000,Diesel,Individual,Manual,First Owner,23.5,909.0,45.0,8.0,Mahindra
Hyundai i20 Sportz 1.4 CRDi,2014,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai
Maruti Ciaz 1.4 Alpha,2018,25000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti
Mahindra Bolero 2011-2019 SLE,2019,30000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra
Tata Hexa XT,2018,30000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,Tata
Force One SX ABS 7 Seating,2018,13000,Diesel,Individual,Manual,First Owner,17.0,2200.0,139.01,7.0,Force
Maruti XL6 Alpha,2019,15000,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6.0,Maruti
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,44000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5.0,Maruti
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,63000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford
Mahindra TUV 300 T8,2016,110000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra
Hyundai Xcent 1.2 Kappa SX Option,2017,14000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,Hyundai
Maruti Alto 800 VXI,2017,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti
Mahindra Bolero 2011-2019 ZLX BSIII,2016,35000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra
Tata Indigo eCS LS TDI BSIII,2012,110000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,Tata
Tata Indigo LS,2011,85700,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,Tata
Maruti Ritz VDi,2010,120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,Maruti
Honda Amaze VX i-DTEC,2013,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda
Toyota Etios Liva GD SP,2012,100000,Diesel,Individual,Manual,First Owner,,,,,Toyota
Hyundai Xcent 1.1 CRDi SX,2016,35000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,Hyundai
Maruti Swift ZXI,2012,70000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,Maruti
Ford Classic 1.6 Duratec LXI,2013,90000,Petrol,Individual,Manual,First Owner,14.09,1596.0,99.6,5.0,Ford
Mahindra XUV500 W10 2WD,2017,42000,Diesel,Individual,Manual,Second Owner,16.0,2179.0,140.0,7.0,Mahindra
Hyundai Grand i10 Magna,2016,30000,Petrol,Partnership,Manual,Second Owner,18.9,1197.0,82.0,5.0,Hyundai
Maruti Ciaz 1.4 Alpha,2017,80000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti
Hyundai i20 1.2 Sportz,2011,90000,Petrol,Individual,Manual,Third Owner,17.0,1197.0,80.0,5.0,Hyundai
Chevrolet Beat LT,2012,60000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,Chevrolet
Maruti Eeco 5 Seater AC BSIV,2010,162000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Eeco
Tata Nano XE,2017,70000,Petrol,Individual,Manual,Third Owner,23.9,624.0,37.48,4.0,Tata
Maruti Wagon R Stingray VXI,2015,20000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2012,80000,Diesel,Individual,Manual,Rent,13.93,2179.0,138.1,7.0,Tata
Mahindra Bolero PLUS AC,2008,90000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra
Hyundai i10 Asta Sunroof AT,2008,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197.0,80.0,5.0,i10
Chevrolet Tavera B3 LT L1 10 Seats BSIII,2005,220000,Diesel,Individual,Manual,First Owner,14.8,2499.0,80.0,10.0,Chevrolet
Maruti Swift Ldi BSIV,2009,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti
Tata Zest Revotron 1.2 XT,2017,35000,Petrol,Partnership,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata
Toyota Camry V4 (MT),2004,120000,Petrol,Individual,Manual,Second Owner,13.4,2362.0,164.7,5.0,Toyota
Mahindra Bolero DI BSIII,2011,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523.0,63.0,7.0,Mahindra
